Scientific name;Family;Svenskt namn;Dyntaxa ID number;Establishment;Red-listed;Red-listed values;Time of immigration;Införd;Index of invasive concern;Risk för Invasiv?;Biodiversity relevance (1-8);Antalet andra organismer som är beroende av, eller använder, arten som födokälla, substrat, skydd eller mutualistisk partner.;Nektar produktion (1-7);Heat requirement;Värmekrav klara som lägst (odlingszoner);Cold requirement;Kylkrav (;Temp. optimum;Continentality;Light;Växtnamn;Växtsätt;kontroll;Växtnamn;Medelhöjd (cm);Maxhöjd (cm);Blomningsstart;Blomningsslut;Phenology;Börjar Blomma;Extreme phenology;Sena;Kontroll;Växtnamn;Blommande?;Blomfärg;Kontroll;Ljus;Moisture;Fukt;Soil reaction (pH);pH;Nitrogen (N);Kväve;Phosphorus (P);Fosfor;Salinity;Salttålighet;Grazing/mowing;Bete/slåtter;Soil disturbance;Mark störning;Longevity;Livslängd;Pollinator dependence;Pollinering;Seed dormancy;Vilande frön;Seed bank;Fröbank;Seed disperser;Nitrogen fixation;Photosynthetic pathway;Mycorrhiza;Carnivory;Parasitism;Plantskolor;;1 Siliceous rock;2 Ultrabasic rock;3 Calcareous rock;4 Dry heath;5. Dry meadow;6 Steppic meadow;7 Sand steppe;8 Moist heath;9 Moist meadow;10 Moist calcareous meadow;11 Raised bog;12 Poor/acidic fen;13 Intermediate-rich fen;14 Rich/calcareous fen;15 Tall herb/sedge/reed meadow;16 Oligotrophic water & shores;17 Mesotrophic water & shores;18 Eutrophic water & shores;19 sandy/stony/rocky sea shores;20 Sea shore meadows;21 Base-poor wasteland;22 Base-rich wasteland;23. Arable land;24 Gravelly ground;25 Ruderal;26 Hedgerows, thickets, wood-margins and groves;27 Heath-type deciduous forest;28 Intermediate deciduous forest;29 Herb-rich deciduous forest;30 Alnus glutinosa swamp;31 Fraxinus/Ulmus/Alnus incana swamp;32 Pinus/Betula swamp;33 Picea swamp;34 Heath-type coniferous forest;35 Vaccinium-type coniferous forest;36 Herb-rich coniferous forest;37 Cacareous conifer forest;38 Subalpine Betula forest
Persicaria hydropiper (L.) Delarbre;Polygonaceae;bitterpilört;220838;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;8;8. zon 6;3;;6;5;5;Persicaria hydropiper (L.) Delarbre;Ört;SANT;Persicaria hydropiper (L.) Delarbre;20;80;Juli;September;10;10. B Jul;3;22-juli;SANT;Persicaria hydropiper (L.) Delarbre;Ja;Rosa;SANT;5. sol-halvskugga;9;9. våt – tillfälligt översvämmad;4;4. måttligt sur – subneutral;6;6. måttligt–mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;9;9. inte konkurrenskraftig i sluten vegetation, kräver årlig markstörning;1;strikt ettårig;0c;självbefruktning (främst eller endast);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;4;semi-permanent (över 25 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Persicaria maculosa Gray;Polygonaceae;åkerpilört;220840;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;3;9;9. zon 5;2;;5;5;6;Persicaria maculosa Gray;Ört;SANT;Persicaria maculosa Gray;20;100;Juli;September;9;9. S Jun;2;07-juli;SANT;Persicaria maculosa Gray;Ja;Rosa;SANT;6. sol, men tål viss skugga;6;6. fuktig;6;6. subneutral–circumneutral;7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;9;9. inte konkurrenskraftig i sluten vegetation, kräver årlig markstörning;1;strikt ettårig;0c;självbefruktning (främst eller endast); ;Ingen data;4;semi-permanent (över 25 år);Passive;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Peucedanum palustre (L.) Moench;Apiaceae;kärrsilja;219702;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;3;3. 13-24;5;7;7. zon 7;5;;9;7;6;Peucedanum palustre (L.) Moench;Ört;SANT;Peucedanum palustre (L.) Moench;50;200;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Peucedanum palustre (L.) Moench;Ja;Vit;SANT;6. sol, men tål viss skugga;8;8. våt;4;4. måttligt sur – subneutral;6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;2;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Phalaris arundinacea L.;Poaceae;rörflen;222606;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;4;4. trädgränsen;2;;7;5;5;Phalaris arundinacea L.;Gräs;SANT;Phalaris arundinacea L.;50;150;Juni;Augusti;9;9. S Jun;2;07-juli;SANT;Phalaris arundinacea L.;Ja;Grön;SANT;5. sol-halvskugga;8;8. våt;5;5. subneutral (pH 5.5–6.5);7;7. mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;4;semi-permanent (över 25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1
Phragmites australis (Cav.) Trin. ex Steud.;Poaceae;vass;219733;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;6;6. 101-200;1;6;6. zon 8;1;;5;6;5;Phragmites australis (Cav.) Trin. ex Steud.;Gräs;SANT;Phragmites australis (Cav.) Trin. ex Steud.;100;300;Juli;Augusti;14;14. B Sep;7;20-sep.;SANT;Phragmites australis (Cav.) Trin. ex Steud.;Ja;Brun;SANT;5. sol-halvskugga;10;10. tillfälligt översvämmad;6;6. subneutral–circumneutral;7;7. mycket kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;2;kortvarig (1–5 år);AirP;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Pinguicula vulgaris L.;Lentibulariaceae;tätört;221767;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;3;3. låg-alpinzon;5;;11;4;6;Pinguicula vulgaris L.;Ört;SANT;Pinguicula vulgaris L.;10;50;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Pinguicula vulgaris L.;Ja;Blå;SANT;6. sol, men tål viss skugga;8;8. våt;6;6. subneutral–circumneutral;1;1. mkt kvävefattigt;2;2. missgynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;4;4. har viss förmåga att föröka sig även i ostörd etablerad vegetation, men inte tillräckligt för att hålla en stabil populationsstorlek;4;långlivad perenn;1a;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;2;kortvarig (1–5 år);Passive;Nej;C3;None;1;Nej;;;0;0;0;0;0;0;0;0;1;2;0;0;1;2;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Pinus sylvestris L.;Pinaceae;tall;222163;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;6;6. 101-200;1;5;5. zon 9;4;;9;6;5;Pinus sylvestris L.;Träd;SANT;Pinus sylvestris L.;1000;3000;April;Maj;7;7.S Maj;2;07-juli;SANT;Pinus sylvestris L.;Ja;Grön ;SANT;5. sol-halvskugga;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);2;2. måttligt–mycket kvävefattig;1;1. undviker jordar med hög tillgång på fosfor;2;måttligt salttolerant, men föredrar icke-salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;1;1. koloniserar redan etablerad vegetation och konkurrerar framgångsrikt vilket orsakar strukturella förändringar som består så länge det inte finns någon markstörning;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);AirW;Nej;C3;EM;0;Nej;;;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;3;0;0;1;0
Plantago lanceolata L.;Plantaginaceae;svartkämpar;221774;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;6;6. 101-200;2;8;8. zon 6;1;;4;4;6;Plantago lanceolata L.;Ört;SANT;Plantago lanceolata L.;10;40;Maj;Juli;5;5. S Apr;4;06-aug.;SANT;Plantago lanceolata L.;Ja;Vit;SANT;6. sol, men tål viss skugga;3;3. torr–mesisk;5;5. subneutral (pH 5.5–6.5);4;4. måttligt kvävefattig – måttligt kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Adh;Nej;C3;AM;0;Nej;;;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Plantago media L.;Plantaginaceae;rödkämpar;221778;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;2;5;5. zon 9;3;;8;5;5;Plantago media L.;Ört;SANT;Plantago media L.;10;60;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Plantago media L.;Ja;Vit;SANT;5. sol-halvskugga;4;4. mesisk;7;7. circumneutral (pH 6.5–7.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;7;7. starkt gynnad av betning/slåtter och försvinner inom några år om hantering upphör;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer;2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;2;4;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Plantago tenuiflora Waldst. & Kit.;Plantaginaceae;dvärgkämpar;1901;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;13;13. zon 1;5;;6;9;7;Plantago tenuiflora Waldst. & Kit.;Ört;SANT;Plantago tenuiflora Waldst. & Kit.;10;30;Maj;Juli; ;Ingen data; ;Ingen data;SANT;Plantago tenuiflora Waldst. & Kit.;Ja;Grön;SANT;7. alltid full sol;7;7. fuktig–våt;8;8. alkalisk (pH > 7.5);2;2. måttligt–mycket kvävefattig;1;1. undviker jordar med hög tillgång på fosfor;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;3;kortlivad perenn (ofta hapaxantisk men kan ibland blomma ytterligare år); ;ingen data; ;Ingen data; ;Ingen data;Passive;Nej;C3;AM;0;Nej;;;0;0;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Plantago uniflora L.;Plantaginaceae;strandpryl;221782;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;7;7. zon 7;4;;8;4;6;Plantago uniflora L.;Ört;SANT;Plantago uniflora L.;5;20;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Plantago uniflora L.;Ja;Vit;SANT;6. sol, men tål viss skugga;11;11. grunt (<0.5 m) permanent vatten;5;5. subneutral (pH 5.5–6.5);2;2. måttligt–mycket kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;2;kortvarig (1–5 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Platanthera bifolia (L.) Rich.;Orchidaceae;nattviol;219874;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;4;5;5. zon 9;2;;7;4;4;Platanthera bifolia (L.) Rich.;Ört;SANT;Platanthera bifolia (L.) Rich.;10;50;Juni;Juli;9;9. S Jun;2;07-juli;SANT;Platanthera bifolia (L.) Rich.;Ja;Vit;SANT;4. halvskugga-måttlig skugga;5;5. mesisk–fuktig;6;6. subneutral–circumneutral;2;2. måttligt–mycket kvävefattig;2;2. missgynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;5;5. gynnas av viss betning/slåtter, men överlever även i ohanterade habitat;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;2b;främst pollinerad av insekter andra än Lepidoptera eller Hymenoptera (t.ex. Diptera eller skalbaggar); ;Ingen data;1;kortlivad (upp till ett eller sällan två år);AirD;Nej;C3;OrkM;0;Nej;;;0;0;1;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;2;0
Poa annua L.;Poaceae;vitgröe;222624;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;3;3. låg-alpinzon;1;;7;5;5;Poa annua L.;Gräs;SANT;Poa annua L.;10;40;Maj;September;4;4. B Apr;5;21-aug.;SANT;Poa annua L.;Ja;Grön;SANT;5. sol-halvskugga;5;5. mesisk–fuktig;6;6. subneutral–circumneutral;5;5. måttligt kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;8;8. inte konkurrenskraftig i sluten vegetation, kräver markstörning minst vartannat år;1;strikt ettårig;0c;självbefruktning (främst eller endast);2;ej vilande eller med icke-djup fysiologisk eller fysikalisk viloläge, gror 10–30 dagar efter sådd;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa compressa L.;Poaceae;berggröe;222628;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;8;8. zon 6;3;;6;6;7;Poa compressa L.;Gräs;SANT;Poa compressa L.;20;60;Juni;Augusti;9;9. S Jun;2;07-juli;SANT;Poa compressa L.;Ja;Grön;SANT;7. alltid full sol;2;2. torr;6;6. subneutral–circumneutral;4;4. måttligt kvävefattig – måttligt kväverik;2;2. missgynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;5;5. kräver markstörning för förökning, men etablerade individer kan bestå länge (årtionden–århundraden) i ostörd vegetation;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;1;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Poa palustris L.;Poaceae;sengröe;222633;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;5;5. zon 9;5;;10;7;5;Poa palustris L.;Gräs;SANT;Poa palustris L.;30;100;Juni;Juli;11;11. S Jul;4;06-aug.;SANT;Poa palustris L.;Ja;Grön;SANT;5. sol-halvskugga;8;8. våt;5;5. subneutral (pH 5.5–6.5);6;6. måttligt–mycket kväverik;5;5. begränsad till jordar med hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;2;2. tål sporadisk betning/slåtter men inte regelbunden/upprepad;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0d;apomixis (främst eller endast); ;Ingen data;3;långlivad (5–25 år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;0;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0
Poa pratensis L.;Poaceae;ängsgröe;222634;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;5;5. 51-100;1;2;2. mellan-alpinzon;2;;8;5;5;Poa pratensis L.;Gräs;SANT;Poa pratensis L.;30;80;Juni;Augusti;7;7.S Maj;2;07-juli;SANT;Poa pratensis L.;Ja;Grön;SANT;5. sol-halvskugga;4;4. mesisk;5;5. subneutral (pH 5.5–6.5);5;5. måttligt kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;6;6. starkt gynnad av regelbunden betning/slåtter, men tål några år utan hantering;3;3. förökar sig också i ostörd etablerad vegetation men är knappast konkurrenskraftig där och blir på sikt utkonkurrerad;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast);4;med mellanliggande eller djup fysiologisk eller morfofysiologisk viloläge, gror endast efter minst en period av > 35 dagar med kallstratifiering;4;semi-permanent (över 25 år);Passive;Nej;C3;AM;0;Nej;;;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
Polygala amarella Crantz;Polygalaceae;rosettjungfrulin;220853;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;3;4;4. trädgränsen;4;;9;6;7;Polygala amarella Crantz;Ört;SANT;Polygala amarella Crantz;10;30;Juni;Augusti;6;6.B Maj;3;22-juli;SANT;Polygala amarella Crantz;Ja;Blå;SANT;7. alltid full sol;6;6. fuktig;8;8. alkalisk (pH > 7.5);3;3. måttligt kvävefattig;1;1. undviker jordar med hög tillgång på fosfor;2;måttligt salttolerant, men föredrar icke-salina förhållanden;7;7. starkt gynnad av betning/slåtter och försvinner inom några år om hantering upphör;7;7. förökar sig endast i störd/naken jord, kan bestå några år men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;1;pollinering underlättas av insekter, utöver självbefruktning (dvs. självinfertil) och/eller pollinering av abiotiska faktorer; ;Ingen data;1;kortlivad (upp till ett eller sällan två år);Passive;Nej;C3;AM;0;Nej;;;0;0;0;0;1;1;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polypodium interjectum Shivas;Polypodiaceae;dansk stensöta;262707;Resident;EN;3;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;11;11. zon 3;2;;4;4;4;Polypodium interjectum Shivas;Ört;SANT;Polypodium interjectum Shivas;10;50;Augusti;Oktober; ;Ingen data; ;Ingen data;SANT;Polypodium interjectum Shivas;Nej;;SANT;4. halvskugga-måttlig skugga;3;3. torr–mesisk;6;6. subneutral–circumneutral;3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;AirD;Nej;C3;AM;0;Nej;;;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Polypodium vulgare L.;Polypodiaceae;stensöta;220863;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;2;2. 6-12;1;3;3. låg-alpinzon;3;;9;5;3;Polypodium vulgare L.;Ormbunke;SANT;Polypodium vulgare L.;10;40;Juni;Augusti;8;8. B Jun;1;22-juni;SANT;Polypodium vulgare L.;Ja;Grön;SANT;3. halvskugga-måttlig skugga;3;3. torr–mesisk;5;5. subneutral (pH 5.5–6.5);3;3. måttligt kvävefattig;3;3. trivs med genomsnittlig fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;3;3. tål regelbunden betning/slåtter men föredrar ohanterade habitat;2;2. koloniserar redan etablerad vegetation, konkurrerar framgångsrikt en tid men blir på sikt utkonkurrerad om ingen markstörning sker;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;AirD;Nej;C3;AM;0;Nej;;;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0
Potamogeton berchtoldii Fieber;Potamogetonaceae;gropnate;219584;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;4;4. trädgränsen;2;;7;5;6;Potamogeton berchtoldii Fieber;Vattenväxt;SANT;Potamogeton berchtoldii Fieber;10;50;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Potamogeton berchtoldii Fieber;Ja;Grön;SANT;6. sol, men tål viss skugga;11;11. grunt (<0.5 m) permanent vatten;6;6. subneutral–circumneutral;7;7. mycket kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat;6;6. förökar sig endast i störd/naken jord, kan bestå i årtionden men försvinner gradvis när vegetationen sluter sig;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data;2;kortvarig (1–5 år);Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potamogeton compressus L.;Potamogetonaceae;bandnate;1903;Resident;VU;2;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;7;7. zon 7;4;;8;6;6;Potamogeton compressus L.;Vattenväxt;SANT;Potamogeton compressus L.;30;100;Juli;Augusti;8;8. B Jun;1;22-juni;SANT;Potamogeton compressus L.;Ja;Grön ;SANT;6. sol, men tål viss skugga;11;11. grunt (<0.5 m) permanent vatten;7;7. circumneutral (pH 6.5–7.5);4;4. måttligt kvävefattig – måttligt kväverik;2;2. missgynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potamogeton friesii Rupr.;Potamogetonaceae;uddnate;1904;Resident;NT;1;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;7;7. zon 7;5;;9;5;6;Potamogeton friesii Rupr.;Vattenväxt;SANT;Potamogeton friesii Rupr.;10;60;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Potamogeton friesii Rupr.;Ja;Grön;SANT;6. sol, men tål viss skugga;11;11. grunt (<0.5 m) permanent vatten;7;7. circumneutral (pH 6.5–7.5);6;6. måttligt–mycket kväverik;4;4. gynnas av hög fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potamogeton gramineus L.;Potamogetonaceae;gräsnate;219590;Resident;Not Red-listed;0;0;0. Inhemsk;0;1. Ingen risk;1;1. <6;1;4;4. trädgränsen;4;;9;7;6;Potamogeton gramineus L.;Vattenväxt;SANT;Potamogeton gramineus L.;20;100;Juli;Augusti;10;10. B Jul;3;22-juli;SANT;Potamogeton gramineus L.;Ja;Grön;SANT;6. sol, men tål viss skugga;11;11. grunt (<0.5 m) permanent vatten;6;6. subneutral–circumneutral;4;4. måttligt kvävefattig – måttligt kväverik;3;3. trivs med genomsnittlig fosfortillgång;2;måttligt salttolerant, men föredrar icke-salina förhållanden;4;4. trivs i både betade/slungna och ohanterade habitat; ;Ingen data;4;långlivad perenn;0b;vindpollinerad eller vattenpollinerad (främst eller endast); ;Ingen data; ;Ingen data;Water;Nej;C3;None;0;Nej;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
